,sentence,label,gpt-3.5-turbo,gpt-4,ft:gpt-3.5-turbo-0613:personal::862ZOMQr
411,"The December employment report showed that job growth had slowed appreciably, and other indicators also pointed to emerging weakness in the labor market in the intermeeting period.",0,2,0,0
412,"My colleagues and I are acutely aware that high inflation imposes significant hardship, especially on those least able to meet the higher costs of essentials like food, housing, and transportation.",1,2,0,1
413,"These participants stated that, in such circumstances, a major challenge facing policymakers—especially in the presence of the effective lower bound on the federal funds rate—was to maintain a policy stance sufficiently accommodative to keep average inflation at 2 percent and thereby bolster the credibility of the Committee's new policy framework, facilitating the achievement of both maximum employment and price stability.",0,2,0,0
414,"In these circumstances, an easing at some point of current uncertainties and strengthening confidence should induce inventory rebuilding, with positive implications, at least for a time, for the expansion of economic activity.",0,2,0,0
415,"Both total and core inflation were projected to move up slightly next year, as the low readings early this year were expected to be transitory, but nevertheless to continue to run below 2 percent.",0,2,0,0
416,"Many expected those conditions to be met later this year, although several members were concerned about downside risks to the outlook for real activity and inflation.",0,2,0,2
417,"Investor perceptions of a somewhat less accommodative tone of Federal Reserve communications, as well as the softer-than-expected reading for the April CPI, likely contributed to the decline in inflation compensation.",0,2,1,1
418,"A currency board and dollarization are tighter versions of a fixed exchange rate regime--that is, fixed exchange rate systems from which it is progressively more costly to exit.",2,2,2,1
419,"Many members concluded that because there did not seem to be any urgency to tighten current policy for domestic reasons, given the likelihood that inflation would remain subdued for a while, important weight should be given to potential reactions abroad.",0,2,0,0
420,"Unfortunately, I suspect that this call would often come so late in the day that, given the lags in the monetary transmission mechanism and uncertainty about the duration of bubbles, raising interest rates might actually risk exacerbating instability.",0,2,0,0
421,"The staff viewed the extent of uncertainty around its March projections for real GDP growth, the unemployment rate, and inflation as similar to the average over the past 20 years.",2,2,2,2
422,"In particular, we are closely monitoring the emergence of the coronavirus, which is likely to have a noticeable impact on Chinese growth, at least in the first quarter of this year.",0,2,2,2
423,"Reserve balances are one among several items on the liability side of the Federal Reserve's balance sheet, and demand for these liabilitiesâ€”notably, currency in circulationâ€”grows over time.",2,2,2,2
424,"Current Economic Situation and Outlook While the coronavirus (COVID-19) pandemic has taken a tragic human toll measured in terms of lives lost and suffering inflicted, as a direct result of the necessary public health policies put in place to mitigate and control the spread of the virus, the pandemic has also inflicted a heavy toll on the levels of activity and employment in the U.S. economy.",0,2,2,0
425,"Fourth and finally, the statement codifies the key lesson from the Global Financial Crisisâ€”that financial stability is necessary for the achievement of our statutory goals of maximum employment and price stability.",2,0,2,2
426,"A particular phenomenon that touches on all these issues is the movement of asset prices, especially the prices of equities and residential real estate.",2,2,2,2
427,"For 1998, the Committee agreed on a tentative basis to set the same ranges as in 1997 for growth of the monetary aggregates and debt, measured from the fourth quarter of 1997 to the fourth quarter of 1998.",2,2,0,2
428,"If we—if we analyze inflation data and conclude that, clearly, transitory influences are holding down inflation, I do not want to say that we would respond to that.",2,2,0,2
429,It will be a while before we can be sure that a self-sustaining expansion is underway of sufficient strength and persistence to put the economy back on a path toward full employment.,0,2,0,0
430,"However, asset purchases are not on a preset course, and the Committee's decisions about their pace will remain contingent on the Committee's outlook for the labor market and inflation as well as its assessment of the likely efficacy and costs of such purchases.",2,2,2,2
431,"At the time, we could only observe outcomes that did not fit with preconceptions; try to find rationales that explained what we were seeing; and in the process, derive implications about the future that could be used to guide a forward-looking monetary policy.",2,2,2,0
432,"Survey-based measures of longer-term inflation expectations remained stable, although market-based measures of inflation compensation over the next five years, as well as over the five-year period beginning five years ahead, moved down further over the intermeeting period.",0,2,0,0
433,"If the FOMC were to tie mechanically our actions to market prices, then we would be placed in the sorry position of validating whatever whim that currently struck investors' fancy.",2,1,2,0
434,"The staff continued to view the uncertainty around its projections for real GDP growth, the unemployment rate, and inflation as generally similar to the average of the past 20 years.",2,0,2,2
435,"You’ll never get inflation to 2 percent.” Some of our critics now who say inflation’s too tight—too high were the same ones who were saying, “You’ll never get to 2 percent.” Well, but anyway, that’s what happened.",2,2,1,1
436,"On the upside, recent fiscal policy changes could lead to a greater expansion in economic activity over the next few years than the staff projected.",1,2,2,1
437,"Consumer price inflation remained subdued in November, with both the overall index and the index excluding food and energy items rising at the same relatively low rates as in October.",0,2,0,2
438,"However, several participants pointed out that the 3-month change in that index had firmed recently, signaling some improvement in the inflation outlook.",2,2,1,1
439,"Household spending stepped up in mid-April, coinciding with the first disbursement of stimulus payments to households and a ramp-up in the payout of unemployment benefits, and showed the most pronounced increases in the states that received more benefits.9 With some of the fiscal support measures either provided as one-off payments or slated to come to an end in July, the strength of the recovery will depend importantly on the timing, magnitude, and distribution of additional fiscal support.",0,2,0,0
440,"The staff forecast prepared for this meeting suggested that economic activity likely would start to turn up early in 2002 as inventory liquidation tapered off, and would gather strength only gradually.",2,2,2,2
441,"The prices of their exports are lower than they would be if market forces were given greater scope in foreign exchange markets, and they are supplying more goods and services to the rest of the world than they themselves are demanding.",0,2,2,1
442,"In that regard, the changes in the macroeconomic environment that underlie our monetary policy review may have some implications for financial stability.",2,2,2,2
443,"Given recent developments, the medium-term outlook for inflation will receive particular scrutiny.",2,2,2,2
444,Price shocks.,2,2,2,2
445,The effect of higher energy prices on real incomes was likely still restraining consumer spending.,2,2,1,0
446,"Global factors may have put downward pressure on term premiums because of anxiety about the foreign outlook, which may have increased demand for U.S. assets, or because low rates abroad have depressed U.S. term premiums through a global portfolio balance channel.5 And real rates are quite low globally, reflecting the step-down of productivity growth over the past 10 years as well as shifts in savings and investment demand due to demographic change.6 The Core of the Financial System Is Much Stronger Before turning to the interplay between low rates and the financial system, I will simply point out that both improved risk management at the largest, most systemically important financial institutions (SIFIs) and stronger regulation have made the core of the system much stronger and more resilient than before the crisis.7 The SIFIs have more stable funding, hold much more capital and liquidity, are more conscious of their risks, and are far more resolvable should they fail.",2,2,0,2
447,"Back then, FOMC participants were forecasting unemployment rates around 7-3/4 percent and 7 percent for year-end 2013 and 2014, respectively, in our Summary of Economic Projections; as of the June 2013 round, these forecasts have been revised down roughly 1/2 percentage point each.",2,2,2,0
448,"To cite a recent study, Faust and Wright (2007) show that real-time staff forecasts of inflation reliably outperform statistical benchmarks at all horizons and that this advantage is not solely the result of the staff's expertise at estimating near-term inflation rates.",2,2,0,2
449,"Despite further declines in vacancy rates and rising real estate prices, business spending on nonresidential construction also seemed to have been lackluster, with such activity not having changed much since last summer.",2,0,2,2
450,"Nonetheless, considerable uncertainty surrounded expectations of rising inflation.",2,0,0,2
451,"And what is the risk that, in taking such steps, a central bank would be seen by investors as taking on partial responsibility for asset prices?",2,2,2,0
452,"Specifically, the projections converged on CPI inflation rates of 2-1/4 to 2-1/2 percent in 1997 and 2-1/2 to 3 percent in 1998.",2,2,2,2
453,"Although some decline in inflation could not be ruled out, persistence of the current degree of tightness in labor markets, consistent with the economy growing at a pace near its potential, could at some point begin to put more pressure on costs and prices, and growth somewhat above potential, which some members saw as a distinct possibility, would be even more likely to produce that result.",1,1,1,1
454,"In their review of developments in key sectors of the economy, members again emphasized the ongoing strength in household spending and its vital role in moderating the weakness in overall economic activity.",2,2,2,2
455,"Clearly, businesses regarded such investments as highly profitable, and they appeared to be leading to gains in productivity that in turn were helping to offset rising compensation and to maintain profit margins in highly competitive markets.",2,2,0,2
456,"As a consequence of these higher real interest rates, the ratio of net worth to income for the average household is already lower than it was earlier this year.",1,2,1,1
457,"Job gains had been solid, on average, in recent months, and the unemployment rate had remained low.",1,2,2,1
458,"Therefore, monetary policy in Japan might be affected not only by views about how such policies would affect macroeconomic performance, for given fiscal policies, but also by views about how fiscal policy might adjust to monetary policy.",2,2,0,0
459,"During much of the recovery, forecasters have been overly optimistic about growth but too pessimistic on job creation and the decline in the unemployment rate.",2,2,2,2
460,So it’s a double whammy coming from higher gasoline prices.,1,2,2,1
461,"While great uncertainty regarding the path of fiscal policy and its economic effects will remain for some time, with the economy getting closer to full employment, the prospect of a material increase in fiscal stimulus over a sustained period could reasonably be expected to shift somewhat greater probability toward stronger inflation outcomes.",1,1,1,1
462,"Generally speaking, the growth of profits and the related buildup of cash have been broadly distributed across industries.",2,2,2,2
463,"Despite the prevalence and importance of committees in modern central banking, the role of committees in the formulation of policy has not attracted nearly as much academic attention as has the research on monetary policy rules.3 The literature on monetary policy rules stretches back to at least Adam Smith and includes important contributions from David Ricardo, Knut Wicksell, and Milton Friedman.More recently, John Taylor has moved the research agenda forward with his eponymous rule, and a large number of academic papers have been written examining the effectiveness and robustness of policy rules.4 In contrast, as noted, study of the role of committees in making monetary policy has been fairly light, notwithstanding the insightful work of Alan Blinder and others.5 Committees and rules may appear to be in opposition as approaches to policymaking.",2,0,2,2
464,"For inflation, we can use the 12-month change in core PCE prices, a measure of the current underlying rate of inflation.",2,2,2,2
465,"So you’re going to have different perspectives from Committee participants about how fast growth will be, how fast the labor market will heal, or how fast—sorry, inflation will move up.",1,2,2,2
466,"On balance, in light of the uncertainties in the outlook and given that a variety of special factors would continue to contain inflation for a time, the Committee could await further developments bearing on the strength of inflationary pressures without incurring a significant risk that disruptive policy actions would be needed later in response to an upturn in inflation and inflation expectations.",2,0,0,0
467,Many participants commented that measures of short-term inflation expectations were elevated or that far-forward measures of inflation compensation were near the upper edge of their historical range.,1,2,1,1
468,"If the recent slower rate of price declines on high-tech products implied a softer underlying pace of technological change, both the outlook for investment demand and the prospects for persisting high trend growth in productivity could be damped relative to previous expectations.",2,0,0,2
469,"After deteriorating further early in the period, foreign equity prices bounced back and credit spreads on emerging market bonds narrowed, in both cases returning to December levels in most countries.",2,2,2,2
470,"As we all know, starting in late February or March of last year, widespread economic and social lockdowns and other effects of the pandemic caused the swiftest and deepest contraction in employment and economic activity since the Great Depression.",0,2,2,2
471,"Housing starts and the demand for new homes had declined further, house prices in many parts of the country were falling faster than they had towards the end of 2007, and inventories of unsold homes remained quite elevated.",0,2,0,0
472,The staff's forecast for core PCE price inflation this year was revised down a little in response to recent data.,0,2,0,0
473,Some occasions call for significant swings in currency or reserves because of seasonal demands for cash and loans.,2,2,2,2
474,We want to see lower unemployment.,0,2,0,0
475,"Recent data suggested that growth of household spending had moderated from its strong fourth-quarter pace, while business fixed investment continued to grow strongly.",2,2,2,2
476,"Indicators of longer-term inflation expectations were little changed, on balance.",2,2,2,2
477,"But in terms of just targeting growth, you know, I think—I actually think our dual mandate works very well, which is maximum employment and stable prices.",2,2,2,2
478,"In terms of the, you know, inflation, a couple things—your second question.",2,2,2,2
479,"The hurricanes were also expected to depress payroll employment in September, with a reversal over the next few months.",2,2,2,2
480,"In addition, the Survey of Terms of Business Lending conducted in the first week of November showed that interest rates on C&I loans were generally little changed while spreads remained extremely wide.",1,2,2,2
481,"And I can only say qualitatively that the Committee will continue to look at the evolution of the outlook, try to assess whether unemployment is making sufficient progress towards our objectives, and, in particular, whether the recovery is still continuing.",0,2,2,2
482,"Near-term risks to the economic outlook appear roughly balanced, but the Committee is monitoring inflation developments closely.",2,2,2,2
483,And we’d like to see that in the form of a series of declining monthly inflation readings—that’s what we’re looking for.,1,2,0,0
484,Economic DevelopmentsReal economic activity has continued to expand at a solid pace.,1,2,2,1
485,"Several participants raised concerns regarding the longer-run effects of the pandemic, including how it could lead to a restructuring in some sectors of the economy that could slow employment growth or could accelerate technological disruption that was likely limiting the pricing power of firms.",0,2,0,2
486,"Similarly, measures of underlying inflation continued to be somewhat low relative to levels seen as consistent with the dual mandate over the longer run.",2,2,0,0
487,"In their discussion of monetary policy for the intermeeting period, Committee members agreed that the Federal Reserve's large-scale securities purchases were providing financial stimulus that would contribute to the gradual resumption of sustainable economic growth in a context of price stability.",0,2,0,0
488,"Financial conditions affecting emerging market economies continued to improve for a time after the Committee eased monetary policy at its November 17 meeting, but that trend was subsequently reversed after Brazil's legislature decided to reject a key fiscal reform measure.",0,2,0,2
489,"In addition, some of the correlation may reflect the effect of the response of monetary policy to exchange rate developments.",2,2,0,2
490,Participants agreed that the labor market had remained strong over the intermeeting period and that economic activity had risen at a moderate rate.,2,2,2,2
491,"The longer-run projections represent each participant's assessment of the rate to which each variable would be expected to converge, over time, under appropriate monetary policy and in the absence of further shocks to the economy.",2,2,0,2
492,"Stock options are incorporated, based on gains upon exercising the options, in the productivity and cost measure, but not in the ECI.",2,2,2,2
493,"Because inflation expectations are now more firmly tied down, surges and declines in energy prices do not significantly affect core inflation and thus do not force a policy response to inflation to the extent they did three decades ago.",0,2,0,2
494,"Putting It All Together I would now like to step back and consider the relative contributions to the trade deficit of each of the explanations I have discussed, as shown in figure 6.7 To the extent that the contributions of these shocks are reasonably well measured by the macroeconomic model simulations, the most important message I draw from them is that no single factor constitutes a dominant explanation of the deterioration in the U.S. current account balance.",1,2,2,2
495,"The major reason for these significant differences in spending out of household wealth is doubtless that, while home prices do on occasion decline, large declines are rare; the general experience of homeowners is a modest, but persistent, rise in home values that is perceived to be largely permanent.",1,2,2,2
496,"The key to explaining why price stability promotes stability in both output and employment is the realization that, when inflation itself is well-controlled, then the public's expectations of inflation will also be low and stable.",1,2,2,2
497,Private nonfarm payroll employment increased appreciably on balance over September and October.,1,2,2,2
498,"And, as I think all of us—having that expectation and that if the economy continued to progress along the lines that we expected and we continued to see the risks as balanced—do regard it as appropriate to gradually remove accommodation that’s in place by having several interest rate increases this year.",1,1,1,1
499,"The recent decline in mortgage rates had sparked some refinancing and purchase activity, but the extent of the longer-term impact of lower rates on housing demand remained uncertain.",0,2,2,2
500,"Several participants noted ongoing challenges in the agricultural sector, including those associated with increased trade uncertainty, weak export demand, and the effects of wet weather and severe flooding.",2,2,0,2
501,The dominant force of late appears to have been a significant increase in the structural rate of productivity growth.,0,2,0,2
502,Committee Policy Action Members viewed the information on U. S. economic activity received over the intermeeting period as suggesting that the economy had been expanding moderately and generally agreed that the economic outlook was broadly similar to that at the time of their March meeting.,2,2,2,2
503,"In response to evidence of a slowdown in economic activity and a rapid waning of inflationary pressures, central banks around the world eased policy sharply.",0,2,0,0
504,"Mr. Kocherlakota dissented because, in his view, the new forward guidance in the fifth paragraph of the statement would weaken the credibility of the Committee's commitment to its inflation goal by failing to communicate purposeful steps to more rapidly increase inflation to the 2 percent target and by suggesting that the Committee views inflation persistently below 2 percent as an acceptable outcome.",0,0,0,0
505,This supports the view that there has been an increase in trend productivity growth.,0,0,0,2
506,And that’s because of this misalignment between supply and demand.,2,2,2,2
507,"Assisted by the whole array of market prices, entrepreneurs seek to identify the types of products and services that individuals will value, especially the added value placed on products and services that customers find better tailored to their particular needs, delivered in shorter time frames, or improved in quality.",2,2,2,2
508,"When considering the risks to the labor market, these risks must be viewed in the context of its current strength and with the understanding that our primary challenge is to get inflation under control.",1,1,1,1
509,"Alternatively, monetary policy could convert the temporary disinflationary effect into a permanent one.",1,2,1,0
510,"Many noted that the slowdown could be a temporary aberration and that other labor market indicators--such as new claims for unemployment insurance, the rate of job openings, and readings on consumers' perceptions of the labor market--remained positive.",2,2,2,2
511,"Those developments included a recent uptick in core measures of consumer prices, a drop in the dollar on foreign exchange markets, and still elevated energy prices--all against the backdrop of longer-term inflation expectations that were firmly anchored.",1,2,0,1
512,"In contrast, a few participants cautioned that, despite increases in market-based measures of inflation compensation in recent months and the stabilization of some survey measures of inflation expectations, the levels of these indicators remained too low to be consistent with the Committee's 2 percent inflation objective.",0,2,0,0
513,Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously.,1,1,0,1
514,"Inflation is also being held down, reflecting weaker demand as well as significantly lower energy prices.",0,2,0,0
515,"The course of underlying inflation pressures was more difficult to gauge, however.",2,2,2,2
516,The unwinding in the early months of 1997 of special factors that had boosted net exports in the fourth quarter of 1996 was offsetting some of the effects on production of the persisting strength in domestic demand.,2,2,0,2
517,"More than two years after the recession trough, and following several quarters of strong growth, the historically normal pattern would be for the Fed to be well into the process of tightening policy by now.",1,1,1,1
518,The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals.,2,2,2,2
519,"Although growth in output and employment slowed during the first quarter, the Committee continues to expect that, with appropriate policy accommodation, economic activity will expand at a moderate pace, with labor market indicators continuing to move toward levels the Committee judges consistent with its dual mandate.",0,2,0,0
520,"Nonetheless, employment is still 9.5 million below its pre-pandemic level for the economy as a whole.",0,2,0,0
521,"But, I would say, overall, we’re trying to sustain the expansion and keep, you know, close to our statutory goals, which are maximum employment and stable prices.",1,2,0,0
522,"And the way I would explain it is, is that inflation that’s too low will mean that interest rates are lower.",0,2,0,0
523,"The authorsâ€™ principal empirical finding is that the onset and, to a lesser degree, the end of the Great Inflation were closely synchronized across a number of countries.",2,2,2,2
524,"The Committee expects these effects to be transitory, but it will pay close attention to the evolution of inflation and inflation expectations.",2,2,2,2
525,"Foreign economic growth remained sluggish, restrained by weak activity in Europe and the associated spillovers--including through trade--to the rest of the world.",2,2,2,2
526,"On the other hand, the fact that productivity growth has remained solid in recent years increases confidence that a larger fraction of those productivity gains reflects longer-term developments and a smaller fraction reflects cyclical factors.",0,2,2,0
527,"As we gain experience with the enhanced forecasts, we will continue to evaluate how best to promote stability of both prices and employment.",1,2,2,2
528,"And that, I think, does raise, raise the risk that high inflation will be more persistent.",1,1,0,1
529,"""2 One useful insight into how actual inflation may affect expectations about its future path is based in the concept of ""rational inattention.",2,2,2,2
530,"Moreover, anecdotal evidence suggested that most firms had little ability to raise their prices in the current economic environment.",1,2,0,0
531,"So on the first, the Committee’s forecasts and those of most outside forecasters do show growth running below its longer-run potential this year and next year.",0,2,0,0
532,Confirming that variations in growth rates of liquidity (especially unusual changes in liquidity growth that could be called excessive) systematically lead to wide swings in real asset prices requires further theoretical investigation and more empirical support.,2,2,0,2
533,"Holiday shopping reportedly was relatively solid, and, reflecting the improvement in the housing market, demand for home furnishings and construction materials was up.",1,2,0,0
534,"However, a few participants expressed concern that higher household wealth might not translate into greater consumer spending, cautioning that household income growth remained slow, that households might not treat the additions to wealth arising from recent equity price increases as lasting, or that households' scope to extract housing equity for the purpose of increasing their expenditures was less than in the past.",2,2,0,0
535,Both of these views would suggest a lower level of potential output and thus reduced scope for combating unemployment with additional monetary policy stimulus.,0,2,1,2
536,"The nominal deficit on U. S. trade in goods and services widened substantially in July, reflecting both a decline in exports and a rise in imports.",1,2,0,2
537,"So, I think you raise a very important point because, although there is a great deal of market focus on the timing of liftoff, what to matter in thinking about the stance of policy is what the entire path of interest rates will look like.",2,2,0,2
538,"The Federal Reserve takes into account the spillovers of higher interest rates, a stronger dollar, and weaker demand from foreign economies into the United States, as well as in the reverse direction.",0,2,2,2
539,It was also noted that the weakness in homebuilding along with the continued rise in house prices suggested that supply constraints were also weighing on construction activity.,1,2,2,2
540,"More fundamentally, however, the members believed that current growth in aggregate demand, should it persist, would continue to exceed the expansion of potential output and, by putting added pressure on already tight labor markets, would at some point foster inflationary imbalances that would undermine the economic expansion.",1,1,0,0
541,"While the underlying demand for residential housing continued to be robust and government outlays evidently were rising, the expansion of consumer spending seemed to have slowed, and outlays for capital spending were still very sluggish in an environment of business uncertainty and pessimism.",0,2,0,0
542,"In addition, to address the sizable demand for dollar funding in foreign jurisdictions, the FOMC authorized the expansion of its existing swap lines with the European Central Bank and Swiss National Bank; by the end of the intermeeting period, the formal quantity limits on these lines had been eliminated.",0,0,0,2
543,Most participants continued to see the risks to inflation as balanced.,2,2,0,2
544,The staff viewed the uncertainty around the forecast for economic activity as similar to its normal level over the past 20 years.,2,0,2,2
545,"Household expenditures on new homes were likewise at an elevated level, although members reported weakness in some price segments and geographic areas of the housing market.",1,2,2,2
546,"Even with generous allowances for structural change, labor utilization would seem to be at a level that might eventually begin to put persistent and growing pressure on labor costs and prices.",1,0,0,1
547,"Measures of longer-term inflation expectations edged up in early January, but remained lower than they had been in all but the last few weeks of 2008.",1,2,2,0
548,"The Committee also reiterated that it would continue its asset purchases, and employ its other policy tools as appropriate, until the outlook for the labor market has improved substantially in a context of price stability.",0,2,0,0
549,Labor cost increases had not turned up and core inflation continued to edge lower.,0,2,0,0
550,"Mortgage rates, corporate bond rates, and other yields and asset prices moved in sympathy, with important effects on the cost of borrowing and hence, presumably, on aggregate demand.",1,2,0,2
551,"While the absence of increasing price inflation was a welcome development, members were concerned that the break with historical patterns might not persist.",1,2,1,0
552,"Real GDP was forecast to decline and the unemployment rate to rise, on net, in the first half of this year.",0,2,0,0
553,Domestic respondents to the April SLOOS generally reported tightening their lending standards and experiencing weaker loan demand across all major CRE loan categories during the first quarter.,0,2,1,0
554,"However, equity prices subsequently retraced some of the earlier declines as concerns about trade policy seemed to ease and corporate earnings reports for the first quarter of 2018 generally came in stronger than expected.",2,2,2,2
555,"The recent rebound in oil prices contributed to a strong appreciation of the Canadian dollar, the Brazilian real, and the Mexican peso.",1,2,0,2
556,"So, you know, as I mentioned, the Committee acutely feels its obligation to move to make sure that we restore price stability and is determined to use its tools to do so.",1,1,1,0
557,Treasury yields rose sharply on its release as market participants traced out the report's presumed implications for monetary policy.,1,0,0,0
558,"Over the 1994-2002 period, seven prominent inflation-targeting industrial countries had a mean inflation rate of consumer prices of 2.1 percent per year with a standard deviation of 1.7 percent.",2,2,2,2
559,"Monetary policy clearly can do little about the first-round effects of a permanent rise in energy prices, which include both its direct impact on the energy component of overall consumer prices and the pass-through of higher energy costs into prices of non-energy goods and services.",1,2,0,0
560,"With inflation low and resource use slack, the Committee saw no need for tightening policy in the near future.",2,0,0,0
561,"He also judged that the policy step would do little to improve near-term growth prospects, given the ongoing structural adjustments and external challenges faced by the U. S. economy.",2,0,0,0
562,"In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective.",2,2,0,2
563,"As I mentioned, monetary policy operates with lags, so, the policies we have in place, we think, will gradually—only gradually—move inflation back to 2 percent.",1,2,0,0
564,"My goal is not to draw conclusions on recent movements in risk premiums but rather to give you a sense of how estimates of risk premiums may influence our policy decisionmaking, to note some of the difficulties that we face in interpreting their movements, and, I hope, to stimulate further research in this already fertile field.1 At the Federal Reserve, we pay a lot of attention to financial market prices in the formulation of monetary policy.",2,2,0,0
565,"While liquid deposits continued to grow slowly, heightened demand for safety and liquidity appeared to boost holdings of retail money market mutual funds.",1,2,2,2
566,The reduced-form price equations we so often use for inflation prediction bypass direct contact with labor compensation issues.,2,2,2,2
567,"At the end of the day, we all benefit from plentiful jobs and stable prices, whether we are savers or borrowers--and many of us, of course, are both.",2,2,2,2
568,Broad equity price indexes fell sharply over the intermeeting period on net.,2,2,2,2
569,"The stance of monetary policy remains accommodative, thereby supporting some further strengthening in labor market conditions and a sustained return to 2 percent inflation.",0,0,0,0
570,"We said that we expect to maintain an accommodative stance of monetary policy until these outcomesâ€”as well as our maximum-employment mandateâ€”are achieved, and also that we expect it will be appropriate to maintain the current 0 to 1/4 percent target range for the federal funds rate until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment, until inflation has risen to 2 percent, and until inflation is on track to moderately exceed 2 percent for some time.",0,0,0,0
571,"May 21, 2020 U.S. Economic Outlook and Monetary Policy Vice Chair Richard H. Clarida At the New York Association for Business Economics, New York, New York (via webcast) Share Accessible Keys for Video [Space Bar] toggles play/pause; [Right/Left Arrows] seeks the video forwards and back (5 sec ); [Up/Down Arrows] increase/decrease volume; [M] toggles mute on/off; [F] toggles fullscreen on/off (Except IE 11); The [Tab] key may be used in combination with the [Enter/Return] key to navigate and activate control buttons, such as caption on/off.",2,2,0,1
572,"Indeed, in the interest of fostering a continuation of sustainable growth of the economy, it would be desirable to tighten before any sign of actual higher inflation were to become evident.",1,1,1,1
573,One branch of economists holds the view that monetary policy should not be influenced by any perceived financial market bubbles.,2,0,0,0
574,"However, the dollar partially retraced these increases following the much weaker-than-expected U. S. employment report for May, finishing the period a bit stronger against the currencies of the AFEs and about 3 percent higher against EME currencies.",0,2,0,0
575,Weaker demand and significantly lower oil prices were holding down consumer price inflation.,0,2,0,0
576,"Members agreed that their policy decisions would remain data dependent, and they continued to include wording in the statement noting that if incoming information indicates faster progress toward the Committee's employment and inflation objectives than the Committee now expects, then increases in the target range for the federal funds rate would likely occur sooner than currently anticipated, and, similarly, that if progress proves slower than expected, then increases in the target range would likely occur later than currently anticipated.",2,2,0,0
577,"Any of these factors might imply that the equilibrium rate relevant for policy returns more quickly to, or even moves above, its long-run level as fewer forces weigh on aggregate demand.",2,2,1,0
578,"Nonetheless, the reported rise in employment of temporary workers in recent months could presage a broader increase in job growth and thus was a welcome development.",1,0,0,0
579,"Continued gains in employment and income, high household net worth, and low gasoline prices were viewed as factors that should support consumer spending in coming months.",1,2,2,2
580,"In the course of the Committee's discussion of the outlook for inflation, members commented that there was no persuasive evidence in recent statistical measures that price inflation was currently picking up or that inflation expectations were rising, though the declines in both inflation and expectations experienced over the course of recent years no longer seemed to be occurring.",2,2,0,2
581,The unemployment rate ticked down to 5.,1,2,2,2
582,"Productivity Growth and Cost Reductions So, what happened?",2,0,2,0
583,"At this point, for me, it comes down to what the incoming data and other economic information will tell us about the outlook for inflation.",2,0,0,0
584,"The staff's near-term forecast for inflation was revised up a little, as recent data showed somewhat faster-than-anticipated increases that were judged to be only partly transitory.",1,1,1,1
585,"Were we to introduce an interest rate rule, how would we judge the meaning of a rule that posits a rate far above or below the current rate?",2,2,2,2
586,"Increases in the prices of energy, other commodities, and non-oil imports, as well as reports from some business contacts that higher costs were increasingly being passed through to prices, suggested that the downtrend in inflation had ended.",1,1,1,0
587,He was concerned that the flattening yield curve was partly due to falling longer-term inflation expectations or a lower neutral real rate of interest.,0,2,0,0
588,"During the five years before the crisis, core goods made a small negative contribution to inflation.",0,2,0,2
589,"Indeed, just recently, the National Bureau of Economic Research's Business Cycle Dating Committee determined that the recession that began in March of last year ended in April, making it not only the deepest recession on record, but also the briefest.2 Moreover, with the development and distribution of several remarkably effective vaccines, the monetary and fiscal policies presently in place should continue to support the strong expansion in economic activity that is expected to be realized this year, although, obviously, the rapid spread of the Delta variant among the still considerable fraction of the population that is unvaccinated is clearly a downside risk for the outlook.",0,0,0,0
590,"Although the unemployment rate has declined somewhat since the summer, it remains elevated.",0,0,0,0
591,"Given the substantial uncertainty still attached to projections of money growth consistent with the Committee's basic objectives for monetary policy, the members agreed that there was no firm basis for changing the tentative ranges set in July 1996.",2,2,2,2
592,"Well, we—as a Committee, we do not desire inflation undershoots.",0,2,1,0
593,"The slower growth of final spending resulted in inventory overhangs in a number of industries, most notably those related to the motor vehicle sector.",2,2,2,2
594,"Broad U. S. stock price indexes declined, on net, over the intermeeting period, apparently in response to the downbeat economic data.",0,2,0,0
595,A higher rate of technical change that raises the productivity and hence the profitability of capital should elevate the value of equities.,1,2,0,2
596,"The U. S. international trade deficit narrowed in May, as a large increase in exports of goods and services more than offset a moderate increase in imports.",0,2,0,0
597,"For example, in the mid-1970s, just when the FOMC began to specify money growth targets, econometric estimates of M1 money demand relationships began to break down, predicting faster money growth than was actually observed.",2,2,2,0
598,Many foreign central banks tightened monetary policy to address high inflation.,1,2,1,1
599,"Survey measures of expected future inflation were fairly stable, but some market-based measures of inflation expectations and inflation risk suggested continuing concern among market participants about the risk of higher medium-term inflation, perhaps reflecting large fiscal deficits and the size of the Federal Reserve's balance sheet.",1,1,1,1
600,"In their assessment of the outlook for inflation, members agreed that although forecasts of more moderate growth in aggregate demand at a pace around potential output had substantially reduced the odds on rising inflation, the risks still were pointed in that direction on balance.",2,1,1,1
601,"At these low rates, the central bank is poorly positioned to respond to further negative demand shocks.",1,1,1,0
602,"Despite a large increase in the overall consumer price index for September, measures of inflation compensation calculated using yields on nominal and inflation-protected Treasury securities were about unchanged over the intermeeting period, although they remained a bit above the levels seen before Hurricane Katrina.",1,2,0,2
